Gender,Married,Dependents,Education,Self_Employed,Loan_Amount_Term,Credit_History,Property_Area,TotalIncome_log,LoanAmount_log
1,0,0.0,1,0,360.0,1.0,3,8.674196940225903,4.859812404361672
1,1,1.0,1,0,360.0,1.0,1,8.714731714015052,4.859812404361672
1,1,0.0,1,1,360.0,1.0,3,8.006700845440367,4.204692619390966
1,1,0.0,0,0,360.0,1.0,3,8.505525386548555,4.795790545596741
1,0,0.0,1,0,360.0,1.0,3,8.699681400989514,4.955827057601261
1,1,2.0,1,1,360.0,1.0,3,9.170975648453906,5.5909869805108565
1,1,0.0,0,0,360.0,1.0,3,8.25582842728183,4.564348191467836
1,1,3.0,1,0,360.0,0.0,2,8.61993026886735,5.0689042022202315
1,1,2.0,1,0,360.0,1.0,3,8.618485442898109,5.1298987149230735
1,1,1.0,1,0,360.0,1.0,2,10.077860939480908,5.857933154483459
1,1,2.0,1,0,360.0,1.0,3,8.268988209506656,4.2626798770413155
1,1,2.0,1,0,360.0,1.0,3,8.375860015299594,4.700480365792417
1,1,2.0,1,0,360.0,1.0,3,9.32188174670909,5.303304908059076
1,0,0.0,1,0,360.0,1.0,1,8.454040376410969,4.74493212836325
1,1,2.0,1,0,120.0,1.0,3,7.777373602657861,3.4339872044851463
1,0,0.0,1,0,360.0,1.0,3,8.507344855361422,4.836281906951478
1,0,1.0,0,0,240.0,1.0,3,8.187855443695623,4.61512051684126
0,0,0.0,1,0,360.0,0.0,3,8.163656176168432,4.343805421853684
1,1,0.0,0,0,360.0,1.0,1,8.494538500851432,4.897839799950911
1,1,0.0,1,0,360.0,1.0,3,8.716207971151853,4.7535901911063645
1,1,0.0,0,0,360.0,0.0,3,8.94389780251682,4.653960350157523
1,1,1.0,1,0,360.0,1.0,3,9.357121103184378,5.755742213586912
1,1,0.0,0,0,360.0,0.0,2,8.414495793177895,4.762173934797756
1,1,2.0,0,0,360.0,0.0,1,8.572249397164315,4.727387818712341
1,1,1.0,1,0,360.0,1.0,2,8.80131894766524,5.0238805208462765
1,1,0.0,1,1,360.0,1.0,2,9.165447603085447,5.2574953720277815
1,1,0.0,1,0,360.0,1.0,2,8.527737405291909,4.812184355372417
1,1,2.0,0,0,360.0,1.0,3,8.569216219483389,4.709530201312334
1,0,0.0,0,0,360.0,1.0,3,7.668093709082406,3.58351893845611
0,0,2.0,1,0,360.0,1.0,2,8.671458150427666,4.795790545596741
1,1,1.0,1,0,360.0,1.0,3,8.927446816256198,5.308267697401205
1,0,0.0,1,0,360.0,1.0,3,8.060855752934316,4.31748811353631
1,0,1.0,1,1,360.0,1.0,1,8.453827315794417,4.672828834461906
1,1,0.0,1,0,360.0,1.0,2,8.550241045462437,4.74493212836325
1,0,3.0,1,0,360.0,1.0,1,9.648659816955295,5.771441123130016
1,1,0.0,1,0,360.0,1.0,3,8.376320632534823,4.859812404361672
1,1,0.0,1,0,360.0,0.0,3,8.058010800802085,4.61512051684126
0,1,0.0,1,0,360.0,1.0,2,8.5422759717837,4.976733742420574
1,0,0.0,1,0,360.0,1.0,3,9.339349052539717,5.220355825078324
1,0,0.0,0,0,360.0,1.0,2,8.597297435657898,4.709530201312334
1,0,0.0,1,0,360.0,1.0,3,8.188966863648876,4.394449154672439
1,0,0.0,1,0,360.0,1.0,3,8.01102337918644,3.871201010907891
1,1,0.0,1,0,360.0,1.0,3,7.783640596221253,4.330733340286331
1,1,0.0,1,0,360.0,1.0,2,8.744806737401898,4.90527477843843
1,1,0.0,0,1,360.0,1.0,3,8.454466361507933,4.574710978503383
0,0,0.0,1,0,360.0,1.0,3,8.134760782418645,4.48863636973214
1,1,1.0,1,0,360.0,1.0,3,8.639410824140487,3.8066624897703196
1,1,0.0,1,0,360.0,1.0,3,8.669399124305569,4.976733742420574
0,1,0.0,1,0,360.0,0.0,3,8.713746330456916,4.795790545596741
0,0,0.0,1,0,360.0,1.0,2,8.744488113852924,4.976733742420574
0,1,0.0,0,0,360.0,1.0,2,8.181160858023409,4.61512051684126
0,0,0.0,1,0,360.0,1.0,2,8.034955024502159,4.795790545596741
0,0,0.0,1,0,360.0,1.0,2,8.350193650720067,4.727387818712341
1,1,2.0,1,0,360.0,1.0,3,8.43750042250699,4.90527477843843
0,1,1.0,1,1,360.0,0.0,3,9.350189267092581,5.659482215759621
1,1,2.0,1,0,360.0,1.0,2,8.262558973010657,4.584967478670572
1,1,0.0,1,0,360.0,1.0,2,8.222553638396958,4.574710978503383
1,1,0.0,1,0,360.0,1.0,1,8.624611588183507,4.912654885736052
1,1,1.0,1,0,360.0,1.0,3,9.242904362849446,5.198497031265826
1,1,2.0,0,0,360.0,1.0,3,8.735042754269337,4.976733742420574
1,1,0.0,1,0,360.0,1.0,3,8.747828608488742,4.795790545596741
1,1,3.0,1,0,360.0,1.0,3,8.016317898503415,4.605170185988092
1,1,0.0,0,1,180.0,0.0,1,8.70930004894499,5.111987788356544
1,1,1.0,1,0,360.0,0.0,1,8.506334448081361,4.859812404361672
0,0,0.0,1,0,360.0,0.0,2,8.334951631422454,4.762173934797756
1,1,0.0,1,0,360.0,1.0,2,9.242032818708672,5.556828061699537
1,0,0.0,0,0,180.0,0.0,3,8.604287898267172,4.844187086458591
1,1,1.0,1,0,360.0,1.0,3,9.282754052485227,5.746203190540153
1,1,3.0,0,1,60.0,1.0,3,8.867990898182093,4.836281906951478
0,0,0.0,1,0,360.0,0.0,2,8.366602832783736,4.919980925828125
1,1,0.0,1,0,360.0,1.0,3,8.744328763999984,5.153291594497779
1,1,2.0,0,1,360.0,1.0,2,8.229777750081887,4.584967478670572
1,0,0.0,1,0,300.0,1.0,2,8.160803920954665,4.406719247264253
1,1,3.0,0,0,360.0,0.0,2,8.467162257810672,4.564348191467836
1,1,3.0,1,1,360.0,1.0,2,8.859505484519133,5.236441962829949
1,0,0.0,1,0,360.0,1.0,3,8.229777750081887,4.736198448394496
1,0,0.0,1,0,360.0,1.0,3,9.04793908261736,5.176149732573829
1,1,1.0,1,1,360.0,1.0,3,8.299783171949787,4.709530201312334
1,1,3.0,1,0,300.0,0.0,2,8.877381954654766,5.198497031265826
1,1,3.0,0,1,360.0,1.0,2,8.612503371220562,4.875197323201151
0,0,0.0,1,0,360.0,1.0,2,8.255048902752295,4.718498871295094
1,1,1.0,1,1,360.0,1.0,2,7.78155595923534,4.859812404361672
0,1,2.0,1,0,360.0,1.0,3,8.089482474360754,5.123963979403259
1,1,0.0,1,0,360.0,1.0,2,9.018089684104343,5.583496308781699
1,1,1.0,1,0,240.0,1.0,3,8.291295851905407,3.9318256327243257
1,0,0.0,1,0,360.0,1.0,2,8.496582237512113,4.919980925828125
1,1,2.0,0,0,360.0,1.0,2,8.58185670474196,4.605170185988092
1,1,0.0,1,0,360.0,1.0,2,8.437933510430605,4.653960350157523
1,0,0.0,1,0,360.0,1.0,3,9.055672891964043,5.351858133476067
1,1,0.0,1,0,360.0,1.0,2,9.196545660953994,5.170483995038151
1,1,0.0,1,0,360.0,1.0,2,8.675734219544788,4.882801922586371
1,1,2.0,1,0,180.0,1.0,2,9.384713758920963,5.241747015059643
1,1,2.0,0,0,360.0,1.0,3,8.535818655539403,4.406719247264253
1,0,0.0,1,0,360.0,1.0,2,8.327000740241713,4.812184355372417
1,0,0.0,0,0,120.0,1.0,2,8.19450550976564,3.4339872044851463
1,0,0.0,1,0,360.0,1.0,3,8.82217476094608,4.859812404361672
0,1,0.0,1,0,360.0,1.0,2,8.473659189392508,4.927253685157205
1,1,0.0,1,0,360.0,1.0,2,7.99799931797973,3.9318256327243257
1,1,0.0,0,0,180.0,1.0,2,8.340217320947035,4.7535901911063645
1,1,0.0,1,0,360.0,1.0,2,8.575650760987806,4.882801922586371
1,1,2.0,0,0,180.0,1.0,3,8.929567707825337,4.897839799950911
1,0,0.0,1,0,360.0,1.0,2,9.065314599925925,5.0238805208462765
1,1,0.0,1,0,360.0,1.0,3,9.521568058002977,4.859812404361672
1,1,0.0,1,0,360.0,1.0,2,9.01627006814768,4.859812404361672
1,1,0.0,1,0,360.0,1.0,3,8.427487278331744,5.081404364984463
1,1,1.0,1,0,360.0,1.0,3,8.314587291319576,4.61512051684126
1,1,2.0,1,0,360.0,1.0,3,9.436997742590188,5.420534999272286
1,0,0.0,0,0,360.0,1.0,1,8.900276348631271,4.795790545596741
1,1,2.0,1,0,360.0,0.0,3,8.909370405197466,5.37989735354046
1,1,3.0,0,0,360.0,1.0,2,7.946617563244473,4.553876891600541
1,0,0.0,1,0,360.0,1.0,3,8.57866451350434,4.919980925828125
0,1,0.0,1,0,360.0,1.0,2,8.56845648535378,4.941642422609304
1,1,0.0,0,0,360.0,0.0,1,8.947285869349132,5.030437921392435
0,0,1.0,1,1,360.0,1.0,2,8.916237731721479,4.859812404361672
1,0,0.0,1,0,360.0,1.0,2,8.527341522468053,4.77912349311153
1,1,1.0,1,0,180.0,1.0,1,9.5876803163585,5.225746673713202
0,1,0.0,1,0,360.0,1.0,2,8.603554357064281,5.043425116919247
1,1,1.0,1,0,360.0,1.0,3,8.19229373114764,4.454347296253507
1,1,0.0,1,0,360.0,1.0,1,8.95040315983296,5.170483995038151
0,0,0.0,1,0,360.0,1.0,3,9.250426095515468,5.560681631015528
1,1,0.0,1,0,360.0,1.0,1,9.028218795184895,5.198497031265826
0,0,0.0,1,0,360.0,1.0,2,8.334951631422454,3.8066624897703196
0,0,0.0,1,0,360.0,0.0,2,9.316320695513415,4.927253685157205
1,1,2.0,1,0,360.0,1.0,2,7.992268643270745,4.406719247264253
1,1,0.0,0,0,360.0,1.0,1,8.750683034784592,5.272999558563747
0,0,0.0,1,0,360.0,1.0,1,8.214194414852564,4.543294782270004
1,1,3.0,1,0,360.0,1.0,1,10.077608912764743,5.916202062607435
1,0,0.0,1,0,360.0,1.0,1,8.613593685702552,4.859812404361672
1,1,1.0,1,1,180.0,0.0,3,9.572480355345974,5.081404364984463
1,1,0.0,1,0,360.0,1.0,1,9.065314599925925,5.209486152841421
1,0,0.0,1,1,360.0,1.0,3,9.911802884139842,6.478509642208569
1,0,0.0,1,0,360.0,1.0,3,8.279950715722526,4.31748811353631
1,0,0.0,1,0,360.0,1.0,2,7.908019444632471,4.2626798770413155
1,1,0.0,1,1,120.0,1.0,2,8.14902386805177,3.4339872044851463
1,0,0.0,1,0,360.0,1.0,2,8.496173824192162,4.634728988229636
1,1,3.0,1,0,360.0,1.0,2,9.371693622333941,5.673323267171493
0,1,0.0,1,0,360.0,1.0,1,8.430327258394575,4.442651256490317
1,1,2.0,1,1,360.0,1.0,3,8.827174771362785,4.48863636973214
1,0,0.0,1,0,360.0,0.0,2,9.615805480084347,5.493061443340548
1,1,2.0,0,0,360.0,1.0,1,8.636042325254618,4.867534450455582
1,1,2.0,1,0,360.0,1.0,1,8.871505346165781,5.225746673713202
1,0,0.0,1,0,360.0,1.0,3,8.59748202264504,5.1298987149230735
1,0,0.0,1,1,180.0,1.0,2,8.846640813100485,5.170483995038151
1,1,0.0,1,0,360.0,1.0,2,8.462314529906248,4.812184355372417
1,1,2.0,1,0,180.0,1.0,3,9.3722891389622,5.236441962829949
0,1,0.0,1,0,360.0,1.0,2,8.827174771362785,4.61512051684126
0,1,2.0,1,0,360.0,1.0,3,9.60689927061335,4.2626798770413155
1,1,1.0,1,0,360.0,1.0,3,7.994294986415977,3.4339872044851463
0,0,0.0,1,0,360.0,1.0,1,9.364519622823858,5.420534999272286
1,1,0.0,1,0,360.0,1.0,2,8.646641258603124,4.836281906951478
1,0,0.0,1,0,360.0,0.0,1,8.744806737401898,4.77912349311153
1,1,0.0,1,1,360.0,1.0,1,8.75273950944749,5.030437921392435
1,0,0.0,1,0,360.0,1.0,3,9.123365357961776,5.501258210544727
1,1,2.0,0,0,360.0,1.0,1,7.732807530422021,4.736198448394496
1,0,0.0,1,0,360.0,1.0,3,8.08794755464267,3.9318256327243257
1,1,3.0,1,0,180.0,0.0,2,10.537945736747394,6.398594934535208
1,1,1.0,1,0,360.0,1.0,1,8.699681400989514,5.081404364984463
1,1,1.0,1,0,360.0,1.0,3,9.163143937145207,5.236441962829949
1,0,0.0,1,0,360.0,1.0,1,8.529911963824013,4.795790545596741
1,1,0.0,1,0,360.0,1.0,2,9.231024963169016,5.545177444479562
1,1,0.0,0,0,360.0,1.0,2,7.974188669286011,4.59511985013459
1,1,0.0,1,0,360.0,1.0,3,8.978912601074276,5.62040086571715
1,1,1.0,1,0,360.0,0.0,2,8.382518288089635,4.804021044733257
1,1,2.0,1,0,360.0,1.0,1,8.633196867172543,5.0689042022202315
1,1,0.0,1,0,180.0,1.0,3,9.140347000155648,4.330733340286331
1,1,0.0,1,0,360.0,1.0,1,8.835501457409778,5.209486152841421
0,1,0.0,1,0,360.0,1.0,1,8.430327258394575,4.727387818712341
1,1,0.0,1,0,360.0,1.0,1,8.660947155060933,4.867534450455582
1,0,0.0,1,0,360.0,0.0,2,7.71333788887187,4.1588830833596715
1,1,2.0,1,0,360.0,1.0,2,8.987321812850125,5.303304908059076
1,1,0.0,0,0,360.0,1.0,1,8.185907481482324,4.564348191467836
1,1,3.0,1,0,300.0,1.0,3,10.537945736747394,6.55250788703459
1,1,3.0,0,0,180.0,1.0,1,8.167068178341237,4.406719247264253
1,1,0.0,1,0,360.0,1.0,2,9.335562336729565,5.236441962829949
1,1,0.0,0,1,360.0,1.0,2,8.533263371593732,4.477336814478207
1,1,0.0,1,0,360.0,1.0,1,8.60557030203365,4.762173934797756
1,1,2.0,1,0,360.0,1.0,1,8.206583614320753,4.624972813284271
1,1,3.0,1,0,360.0,0.0,2,9.73014555852275,6.206575926724928
1,1,1.0,1,0,360.0,1.0,2,8.229777750081887,4.762173934797756
1,0,0.0,0,0,360.0,0.0,3,8.23880116587155,4.634728988229636
1,1,1.0,1,0,360.0,0.0,3,9.521568058002977,5.198497031265826
1,0,0.0,1,0,360.0,1.0,1,8.850804195756417,4.219507705176107
1,1,0.0,1,0,180.0,1.0,2,8.434028950155469,4.30406509320417
1,1,1.0,1,0,360.0,1.0,2,10.429605648120413,5.564520407322694
0,1,0.0,1,0,360.0,1.0,2,8.195885391314796,4.6913478822291435
1,1,0.0,1,1,360.0,1.0,2,10.537945736747394,4.795790545596741
1,1,1.0,1,1,300.0,0.0,1,7.68662133494462,4.204692619390966
1,1,0.0,1,0,360.0,1.0,1,8.416709652837914,4.07753744390572
1,1,0.0,1,1,360.0,1.0,1,8.694669696546992,5.1298987149230735
1,1,0.0,1,0,180.0,1.0,1,9.140883106960962,5.241747015059643
1,0,0.0,0,0,360.0,1.0,1,8.494129251817686,3.8918202981106265
1,0,0.0,1,0,360.0,1.0,2,9.392745258631441,5.10594547390058
1,1,0.0,0,0,360.0,1.0,3,8.705165419719007,5.081404364984463
1,0,0.0,1,0,360.0,1.0,2,8.258163361537619,4.343805421853684
1,0,0.0,1,0,360.0,1.0,1,8.340933226000878,4.795790545596741
1,1,1.0,1,0,360.0,1.0,2,8.64979915596426,5.14166355650266
1,0,0.0,1,0,360.0,1.0,1,9.399637542506563,5.236441962829949
0,0,0.0,0,0,360.0,1.0,3,8.360071435644025,4.795790545596741
0,1,0.0,1,0,360.0,1.0,2,8.73761303680885,4.736198448394496
1,0,0.0,1,1,360.0,1.0,3,9.305741456739435,4.430816798843313
1,1,1.0,0,0,360.0,1.0,2,8.537191877922927,4.51085950651685
1,0,2.0,1,0,360.0,0.0,2,8.501876487304344,5.117993812416755
1,1,3.0,0,0,180.0,1.0,3,8.292298107063221,4.859812404361672
1,1,1.0,0,0,360.0,1.0,3,8.430327258394575,4.912654885736052
1,1,2.0,0,0,360.0,1.0,2,8.273336598504486,4.8283137373023015
0,0,0.0,0,0,360.0,1.0,2,8.391403185357937,4.795790545596741
0,0,0.0,1,0,360.0,1.0,3,8.08487062913819,4.394449154672439
1,0,0.0,0,0,360.0,1.0,1,8.780633799494984,4.02535169073515
1,0,0.0,1,0,360.0,1.0,3,7.8160138391590275,4.0943445622221
1,0,0.0,1,0,360.0,1.0,2,8.137103389639302,4.852030263919617
0,0,0.0,1,0,360.0,1.0,2,9.210440366976517,5.3706380281276624
1,1,3.0,1,0,360.0,0.0,2,8.45126704130007,4.859812404361672
1,1,1.0,1,1,360.0,1.0,3,8.960339366492091,5.484796933490655
1,1,3.0,0,1,360.0,1.0,1,8.648922962094131,4.875197323201151
1,1,0.0,1,0,360.0,1.0,3,8.731497794063243,4.927253685157205
1,1,3.0,0,0,360.0,1.0,2,8.483429561263428,4.61512051684126
1,1,0.0,1,0,360.0,1.0,1,7.668093709082406,4.912654885736052
1,1,0.0,1,0,360.0,1.0,2,8.613048677059759,4.882801922586371
1,1,2.0,1,0,360.0,0.0,2,8.517393171418904,4.290459441148391
0,1,2.0,1,0,360.0,1.0,2,8.80492526261806,4.852030263919617
1,1,0.0,1,0,360.0,0.0,3,7.706162970199576,4.110873864173311
1,1,2.0,1,0,360.0,1.0,2,8.652947112393857,4.762173934797756
1,0,0.0,1,0,360.0,1.0,2,8.659213451436667,4.976733742420574
1,1,0.0,1,0,360.0,1.0,2,9.058237593766226,5.170483995038151
1,1,0.0,1,0,360.0,1.0,2,8.740496729931813,4.859812404361672
1,1,0.0,1,0,360.0,1.0,1,8.086717920303906,5.14166355650266
1,1,0.0,0,1,360.0,1.0,3,8.462948176563842,4.9344739331306915
1,1,2.0,1,0,360.0,1.0,2,8.980423936374544,5.351858133476067
1,1,0.0,1,0,360.0,1.0,2,8.46779284112111,5.0689042022202315
1,0,0.0,1,1,360.0,1.0,1,8.764209507142004,5.303304908059076
1,1,1.0,1,0,360.0,1.0,2,8.422003004412488,4.653960350157523
1,1,0.0,1,0,180.0,1.0,1,8.220672170297252,3.7612001156935624
1,0,0.0,0,0,360.0,1.0,1,8.663542087751374,4.795790545596741
0,0,0.0,1,0,360.0,1.0,2,9.0280988119824,5.638354669333745
1,1,1.0,1,0,360.0,1.0,2,8.504107951867582,4.948759890378168
1,1,1.0,1,0,360.0,1.0,1,8.818926087090677,5.14166355650266
1,1,0.0,1,0,360.0,1.0,3,8.656433258507741,5.545177444479562
0,0,0.0,1,1,360.0,1.0,3,8.150179269682326,4.812184355372417
0,0,1.0,1,0,360.0,1.0,1,8.246171559857563,4.727387818712341
1,1,1.0,1,0,360.0,1.0,2,8.106514516255185,4.574710978503383
1,1,2.0,1,0,360.0,1.0,1,9.289151552400472,4.795790545596741
1,1,1.0,0,0,180.0,1.0,3,8.410498452745275,4.948759890378168
1,0,0.0,1,0,60.0,1.0,3,9.067277989134345,5.049856007249537
1,1,2.0,1,1,360.0,1.0,1,8.929435283803425,4.6913478822291435
1,1,0.0,0,0,360.0,1.0,2,8.964951211714654,4.820281565605037
1,0,0.0,1,1,180.0,1.0,3,9.248021438943871,4.795790545596741
1,1,2.0,1,0,360.0,1.0,3,9.180293450623886,4.727387818712341
1,1,1.0,0,0,180.0,1.0,3,8.796187635470453,4.927253685157205
1,1,1.0,1,0,360.0,1.0,2,8.460834457746854,4.820281565605037
1,1,0.0,1,0,360.0,1.0,3,8.210124405164267,4.51085950651685
1,1,0.0,0,0,360.0,0.0,2,8.62317351495347,5.308267697401205
0,0,2.0,1,0,360.0,1.0,3,8.13973227971767,4.9344739331306915
1,0,0.0,0,1,360.0,1.0,1,8.46611040118692,4.653960350157523
1,1,1.0,0,0,180.0,1.0,2,9.186355009225672,5.634789603169249
1,0,0.0,1,1,360.0,0.0,3,9.69590972432601,5.262690188904886
0,0,3.0,1,0,360.0,1.0,1,8.03398273468322,5.545177444479562
1,0,0.0,0,0,360.0,0.0,1,8.707152175339404,4.7535901911063645
1,1,3.0,1,0,360.0,1.0,3,8.566173813637858,4.553876891600541
1,1,0.0,1,0,360.0,1.0,1,9.728181330636078,5.720311776607412
1,1,3.0,0,0,360.0,1.0,2,8.503499864284235,4.859812404361672
1,1,1.0,1,0,360.0,1.0,3,9.24319470884713,5.802118375377063
1,0,0.0,1,0,360.0,1.0,2,8.35936910622267,4.90527477843843
0,0,1.0,1,0,360.0,1.0,2,8.155362120328135,5.049856007249537
0,0,0.0,1,0,360.0,1.0,1,8.881975184248867,4.795790545596741
1,0,0.0,1,1,360.0,1.0,2,8.550047528287184,4.859812404361672
1,0,0.0,1,0,360.0,1.0,1,8.928375259853631,5.0238805208462765
1,1,2.0,1,0,360.0,1.0,2,8.715388097366482,5.017279836814924
1,1,3.0,1,0,360.0,0.0,3,8.723394022000136,5.081404364984463
0,0,0.0,1,0,360.0,1.0,1,8.137103389639302,4.912654885736052
0,0,1.0,1,0,360.0,1.0,3,8.39773375137891,4.51085950651685
0,0,0.0,1,0,360.0,1.0,3,8.08271113423758,3.4339872044851463
1,1,0.0,1,0,360.0,1.0,3,9.318925682389624,4.919980925828125
1,0,0.0,1,0,360.0,1.0,1,8.453401058328458,4.844187086458591
1,1,0.0,1,0,360.0,1.0,2,8.485496104672983,5.017279836814924
1,1,2.0,1,0,360.0,1.0,2,8.268988209506656,4.51085950651685
1,1,1.0,1,0,360.0,1.0,2,8.432288684325794,4.7535901911063645
1,1,0.0,1,0,360.0,1.0,2,8.891236429516061,5.337538079701318
1,1,0.0,1,0,360.0,1.0,3,8.390268497842571,4.394449154672439
1,1,0.0,1,0,360.0,1.0,2,9.5876803163585,6.07993319509559
0,1,0.0,0,0,360.0,1.0,1,8.31898612539206,4.8283137373023015
1,0,1.0,0,1,360.0,0.0,3,8.776475789346321,5.0689042022202315
1,1,0.0,1,0,360.0,1.0,2,8.461257559085935,4.727387818712341
1,1,2.0,1,0,180.0,1.0,3,8.097973923364721,4.3694478524670215
0,0,0.0,1,0,360.0,1.0,3,8.154212694914229,4.007333185232471
1,1,0.0,1,0,360.0,1.0,1,9.936341889407075,4.859812404361672
1,0,0.0,1,0,360.0,1.0,1,8.734238184268579,4.499809670330265
0,0,0.0,1,1,300.0,1.0,2,8.370547611074752,4.605170185988092
1,1,0.0,1,0,360.0,1.0,1,8.649098262296176,4.795790545596741
0,0,0.0,1,0,360.0,1.0,2,8.324821298768782,4.7535901911063645
1,0,0.0,1,0,360.0,1.0,1,9.159993997539445,5.236441962829949
1,1,0.0,1,0,360.0,1.0,1,8.61104776688786,4.941642422609304
1,1,2.0,1,0,360.0,0.0,2,8.38958706681109,4.852030263919617
1,1,2.0,1,0,360.0,1.0,3,8.458292083496076,4.90527477843843
0,0,0.0,1,0,360.0,0.0,3,8.59748202264504,4.969813299576001
1,1,0.0,1,0,360.0,1.0,2,8.651374372882257,5.153291594497779
1,1,3.0,1,0,360.0,1.0,3,8.64241515616962,4.709530201312334
1,1,1.0,1,0,360.0,1.0,2,8.83579236650274,5.303304908059076
0,1,1.0,1,0,360.0,1.0,3,8.448271745949816,4.912654885736052
0,0,0.0,1,0,360.0,1.0,1,8.928242677818302,5.0238805208462765
1,1,1.0,1,0,360.0,1.0,3,8.505120610181969,4.736198448394496
1,1,0.0,0,0,360.0,0.0,3,8.462737005620179,4.543294782270004
1,1,0.0,0,0,360.0,1.0,2,8.439447842791385,4.663439094112067
0,0,0.0,1,0,360.0,1.0,1,8.517393171418904,4.890349128221754
1,1,1.0,1,0,360.0,1.0,3,8.14002395246292,4.574710978503383
1,0,0.0,1,0,360.0,1.0,1,8.77971129020447,4.948759890378168
1,0,0.0,0,0,360.0,1.0,3,7.668093709082406,4.859812404361672
